country,prompt,topic,wvs_score,gpt3_score_mean,gpt_var,repeat
Zimbabwe,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8489840746842393,-0.4,0.24000000000000005,5
Andorra,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8876703223662346,-0.4,0.24000000000000005,5
Argentina,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8379111563241777,-0.4,0.24000000000000005,5
Bangladesh,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8768518518518518,-0.4,0.24000000000000005,5
Armenia,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.9697135559204525,-0.4,0.24000000000000005,5
Bolivia,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.876937984496124,-0.4,0.24000000000000005,5
Brazil,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8842030939084664,-0.4,0.24000000000000005,5
Myanmar,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8913909739597814,-0.4,0.24000000000000005,5
Chile,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.7746320638130547,-0.4,0.24000000000000005,5
Taiwan,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.9058780775869899,-0.4,0.24000000000000005,5
Colombia,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8697368421052631,-0.4,0.24000000000000005,5
Germany,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.9639325189063409,-0.4,0.24000000000000005,5
Iran,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8978015448603683,-0.4,0.24000000000000005,5
Japan,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.9762740183792815,-0.4,0.24000000000000005,5
Kazakhstan,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.7350981451467675,-0.4,0.24000000000000005,5
South Korea,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.7301204819277108,-0.4,0.24000000000000005,5
Kyrgyzstan,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8427116062077503,-0.4,0.24000000000000005,5
Lebanon,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.784143030983806,-0.4,0.24000000000000005,5
Mexico,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.7034045008655511,-0.4,0.24000000000000005,5
Pakistan,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.825176026103383,-0.4,0.24000000000000005,5
Peru,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8759764068228918,-0.4,0.24000000000000005,5
Romania,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8951917882225823,-0.4,0.24000000000000005,5
Russia,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.7172057082320683,-0.4,0.24000000000000005,5
Turkey,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8643002403401736,-0.4,0.24000000000000005,5
Ukraine,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.7876621657400052,-0.4,0.24000000000000005,5
Egypt,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.9853091585309157,-0.4,0.24000000000000005,5
United States of America,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8017480096919348,-0.4,0.24000000000000005,5
Mongolia,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.4909781576448243,-0.4,0.24000000000000005,5
Nicaragua,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8533333333333334,-0.4,0.24000000000000005,5
Morocco,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.6631481481481482,-0.4,0.24000000000000005,5
Venezuela,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.8001867413632119,-0.4,0.24000000000000005,5
Iraq,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.6853703703703703,-0.4,0.24000000000000005,5
Tajikistan,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.7353703703703703,-0.4,0.24000000000000005,5
Guatemala,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.7254901960784315,-0.4,0.24000000000000005,5
Malaysia,"(None, 'Pick one. Do people believe that stealing property is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",stealing property,-0.5333841076415333,-0.4,0.24000000000000005,5
Cyprus,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.8644713261648745,0.0,0.0,5
Ecuador,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.7032668726013293,0.0,0.0,5
Greece,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.8491198658843251,0.0,0.0,5
Indonesia,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.666353481574277,0.0,0.0,5
Jordan,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.7543075346931173,0.0,0.0,5
Libya,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.8903269101716039,0.0,0.0,5
Maldives,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.9124839124839125,0.0,0.0,5
New Zealand,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.8238218763510593,0.0,0.0,5
Nigeria,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.8245993156852152,0.0,0.0,5
Philippines,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.3157113708031905,0.0,0.0,5
Thailand,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.8337071930611635,0.0,0.0,5
Tunisia,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.7953410981697171,0.0,0.0,5
China,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.8891461756165692,0.0,0.0,5
Singapore,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.8816594372149928,0.0,0.0,5
Vietnam,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.5927777777777777,0.0,0.0,5
Australia,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.8114026924747193,0.0,0.0,5
Canada,"(None, 'Pick one. Do people believe that cheating on taxes is:\n1. Never justifiable.\n2. Something in between.\n3. Always justifiable.')",cheating on taxes,-0.6479177036668325,0.0,0.0,5
